name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"New York City,USA",2014-01-11,13.6,2.3,10.2,13.6,0.3,9.6,8.9,91.9,12.51,100,95.83,rain,,,50.8,24.7,155.3,1007.1,98.9,7.4,36.8,3.1,2,,2014-01-11T07:19:23,2014-01-11T16:48:55,0.41,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City,USA",2014-01-12,12.6,3.3,7.1,12.6,0.1,4.3,-1.5,55.1,1.09,100,12.5,rain,,,51.5,31.4,278.4,1007.3,64.2,16,109.1,9.5,5,,2014-01-12T07:19:05,2014-01-12T16:49:59,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City,USA",2014-01-13,10,2.3,6.4,8.4,-0.4,4.6,-0.5,61.5,0,0,0,,,,37.9,18,176.6,1017.5,24.1,15.7,92.6,7.8,5,,2014-01-13T07:18:46,2014-01-13T16:51:04,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City,USA",2014-01-14,9.7,6.7,8.4,8.9,5.5,7.1,5.1,80.1,9.52,100,58.33,rain,,,33.1,16.7,231.9,1008.6,84.7,13,16,1.4,1,,2014-01-14T07:18:24,2014-01-14T16:52:11,0.49,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City,USA",2014-01-15,7,3.3,5.1,5,1.3,3.7,2.8,85.1,0,0,0,,,,,12.5,146.8,1013.6,44.9,8.1,66.6,5.7,3,,2014-01-15T07:18:01,2014-01-15T16:53:18,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City,USA",2014-01-16,4.9,2.2,3.7,4.7,-0.6,1,-0.8,73,0,0,0,,,,,19.9,239.1,1012.4,59.7,14.6,67.5,5.8,4,,2014-01-16T07:17:35,2014-01-16T16:54:26,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City,USA",2014-01-17,7,0.2,3.5,5.2,-2.2,1.4,-4.6,56,0,0,0,,,,29.5,19.2,206.2,1013.9,32.9,16,110.2,9.6,4,,2014-01-17T07:17:06,2014-01-17T16:55:34,0.51,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City,USA",2014-01-18,3.8,-1.2,2,3.6,-7.6,-2,-2.8,71.5,1.71,100,20.83,"rain,snow",,,44.9,29.9,192.3,1008,55.3,13.6,55,4.8,3,,2014-01-18T07:16:36,2014-01-18T16:56:44,0.53,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain or snow throughout the day.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City,USA",2014-01-19,2.5,-4,-1,-2,-10.7,-6.5,-8.8,55.7,0,0,0,,,,50,31.1,243.5,1007.8,38.2,16,118.9,10.3,5,,2014-01-19T07:16:04,2014-01-19T16:57:54,0.55,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City,USA",2014-01-20,7.3,1,4.1,3.2,-3.8,-0.2,-5.5,50.1,0,0,0,,,,52.4,34.8,253.6,1005.1,50.6,16,81,7,4,,2014-01-20T07:15:29,2014-01-20T16:59:04,0.58,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City,USA",2014-01-21,0.7,-11.1,-6.2,-4.6,-21.8,-13.9,-11.7,68.1,2.91,100,54.17,snow,,11.1,50.2,36.8,140.9,1013.7,52.5,6.8,30.1,2.5,1,,2014-01-21T07:14:53,2014-01-21T17:00:16,0.62,"Snow, Partially cloudy",Partly cloudy throughout the day with snow.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City,USA",2014-01-22,-8.1,-14.2,-11,-16,-25.6,-20.5,-19,52.5,0,0,0,,,20.5,55.5,40.7,316.8,1011.1,39.4,15,133.2,11.5,5,,2014-01-22T07:14:14,2014-01-22T17:01:27,0.67,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City,USA",2014-01-23,-6.8,-13.3,-10,-14.3,-21.5,-17.7,-18.4,51,0.1,100,4.17,snow,,14.7,46.4,29.5,285.9,1020.8,48.8,16,96.1,8.4,5,,2014-01-23T07:13:34,2014-01-23T17:02:39,0.72,"Snow, Partially cloudy",Partly cloudy throughout the day with late afternoon snow.,snow,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City,USA",2014-01-24,-7,-12,-9.6,-12.6,-21.2,-17.5,-19.6,44.6,0,0,0,,,11.8,50,27.7,269,1025.8,25.9,16,138,12,6,,2014-01-24T07:12:51,2014-01-24T17:03:52,0.77,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City,USA",2014-01-25,-2.5,-7.9,-5,-8.1,-16.1,-11.4,-12.1,58.8,0.86,100,20.83,snow,,11.2,44.9,34.5,215.5,1005.5,69.3,13,41,3.5,2,,2014-01-25T07:12:07,2014-01-25T17:05:05,0.82,"Snow, Partially cloudy",Partly cloudy throughout the day with snow.,snow,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City,USA",2014-01-26,-0.7,-8.3,-5.6,-3.4,-15.9,-11.3,-15,48.2,0,0,0,,,11,60,39.2,253.7,1008.4,52.2,15.7,85.4,7.5,4,,2014-01-26T07:11:20,2014-01-26T17:06:18,0.88,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City,USA",2014-01-27,6.5,-5.7,0.5,2.2,-13.2,-3.4,-9.5,48.6,0,0,0,,,6.8,51,37.7,261,1008.1,67.4,16,74.1,6.5,3,,2014-01-27T07:10:32,2014-01-27T17:07:32,0.92,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City,USA",2014-01-28,-6.2,-10.9,-8.5,-8,-19.1,-13.9,-21.7,33.9,0,0,0,,,3,38.9,26.5,315.3,1025.2,61.8,16,112.6,9.8,5,,2014-01-28T07:09:42,2014-01-28T17:08:46,0.96,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City,USA",2014-01-29,-5.7,-10,-8,-11.3,-16.7,-13.8,-18.4,45.6,1.24,100,16.67,snow,,3,40.7,21.6,281.5,1022,38.9,13.5,142.9,12.3,6,,2014-01-29T07:08:50,2014-01-29T17:10:00,0.99,"Snow, Partially cloudy",Clearing in the afternoon with early morning snow.,snow,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City,USA",2014-01-30,-2.1,-8.8,-5.5,-4,-13.9,-8.9,-16.6,41.7,0,0,0,,,3,25.9,14.1,239.9,1028.2,5.3,16,150,13,6,,2014-01-30T07:07:56,2014-01-30T17:11:14,1,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City,USA",2014-01-31,3.8,-4.1,0.1,3.6,-9.1,-2.9,-11.7,40.9,0,0,0,,,3,29.5,17.6,277.1,1021,74.2,16,97,8.5,4,,2014-01-31T07:07:00,2014-01-31T17:12:28,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City,USA",2014-02-01,6.5,1.4,3.8,4.7,1.2,2.8,-6.2,49.3,0,0,0,,,,,14,156.4,1023.7,37.3,15.6,98.3,8.5,4,,2014-02-01T07:06:03,2014-02-01T17:13:42,0.02,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City,USA",2014-02-02,12.6,2.4,6.7,12.6,1,6.1,0.8,67.9,0.05,100,4.17,rain,,,,11.3,231.2,1014.8,59,12.9,82.6,7,4,,2014-02-02T07:05:04,2014-02-02T17:14:57,0.05,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City,USA",2014-02-03,6,-2.4,0.4,3.5,-5.9,-3.5,-1.8,85.5,27.57,100,70.83,"rain,snow",,11.6,33.5,17.9,74,1021,86.4,5.1,44.2,3.9,2,,2014-02-03T07:04:03,2014-02-03T17:16:11,0.09,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain or snow throughout the day.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City,USA",2014-02-04,1.1,-5.1,-1.7,1.1,-7.6,-3.2,-6.5,69.9,0,0,0,,,17.6,,10.2,112.9,1029,51.9,10.8,113.4,9.8,5,,2014-02-04T07:03:01,2014-02-04T17:17:25,0.13,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City,USA",2014-02-05,1,-1.2,0,0.9,-6.9,-3.8,-2,86.5,34.69,100,54.17,"rain,snow",,20,44.3,24.4,121.5,1012.1,98.1,6.7,44.6,3.9,3,,2014-02-05T07:01:57,2014-02-05T17:18:40,0.18,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City,USA",2014-02-06,-0.3,-5.8,-3,-2,-12.9,-7.5,-8.7,65.3,0,0,0,,,19.1,51.8,22.6,294.5,1022.9,53,16,146.8,12.7,6,,2014-02-06T07:00:51,2014-02-06T17:19:54,0.24,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City,USA",2014-02-07,0,-4.4,-2.2,-3.3,-10.2,-6.9,-10.5,53.4,0,0,0,,,17.3,40.7,22.8,266.4,1024.9,26.3,16,156,13.5,6,,2014-02-07T06:59:44,2014-02-07T17:21:08,0.28,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City,USA",2014-02-08,-1.9,-6.2,-3.7,-2.2,-11.6,-7.2,-15.3,40.4,0,0,0,,,17,29.7,18,291.1,1024.7,47.4,16,90.1,7.9,4,,2014-02-08T06:58:36,2014-02-08T17:22:22,0.33,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City,USA",2014-02-09,-1.4,-6.3,-3.7,-1.4,-11.2,-6.3,-11.9,54.3,1.32,100,16.67,snow,,16,,12.1,243.9,1019.3,54.8,13.1,104.6,9,5,,2014-02-09T06:57:26,2014-02-09T17:23:36,0.38,"Snow, Partially cloudy",Partly cloudy throughout the day with late afternoon snow.,snow,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City,USA",2014-02-10,-1.9,-6.2,-4,-6.4,-12.6,-9.5,-12.4,53.3,0,0,0,,,20.3,40.7,24.1,301.1,1020.2,20.8,15.2,149.1,12.9,6,,2014-02-10T06:56:14,2014-02-10T17:24:49,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City,USA",2014-02-11,-3.2,-8.6,-6.1,-5.7,-16.2,-11.7,-15.8,46.7,0,0,0,,,18.8,35.3,28,316.2,1028,11.1,16,164.2,14.3,6,,2014-02-11T06:55:02,2014-02-11T17:26:03,0.45,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City,USA",2014-02-12,-4.4,-10.7,-7.1,-8.2,-18,-12.1,-15.3,52.1,0,0,0,,,17.3,25.9,16.7,90.7,1032.1,32.6,16,156.4,13.5,6,,2014-02-12T06:53:47,2014-02-12T17:27:16,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City,USA",2014-02-13,1.8,-4.3,-0.5,-0.8,-9.2,-6.1,-2.5,86.4,34.39,100,95.83,"rain,snow",,27.4,61.7,38.8,72.8,1005.3,98.5,4.6,49.5,4.3,3,,2014-02-13T06:52:32,2014-02-13T17:28:29,0.49,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City,USA",2014-02-14,4.1,-0.1,2.3,0.8,-5.9,-2.5,-4,65.2,6.33,100,29.17,"rain,snow",,32.7,62.2,38.1,275,995.3,46.7,12,167.6,14.5,6,,2014-02-14T06:51:15,2014-02-14T17:29:42,0.5,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow clearing later.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City,USA",2014-02-15,2.5,-1.7,1,1.7,-8.6,-2.8,-4.2,68.7,3.61,100,29.17,"rain,snow",,29.9,51.5,28.9,143.7,1005.6,87.6,10,36.2,3.2,1,,2014-02-15T06:49:57,2014-02-15T17:30:55,0.5,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City,USA",2014-02-16,-1.8,-6.2,-3.8,-6,-12.7,-9.8,-12.4,51.7,0,0,0,,,34.7,55.1,28.3,295.8,1013.2,50.5,16,132.4,11.4,6,,2014-02-16T06:48:38,2014-02-16T17:32:07,0.52,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City,USA",2014-02-17,-0.5,-7.9,-4.1,-0.5,-14.7,-8.1,-16.3,39.7,0,0,0,,,32.5,47.9,22.5,248.5,1025.9,13.9,16,188.5,16.3,7,,2014-02-17T06:47:18,2014-02-17T17:33:19,0.53,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City,USA",2014-02-18,3.9,-2.8,0.4,1.8,-6.5,-2.7,-5.8,65.4,3.95,100,20.83,"rain,snow",,31.9,57.2,22.9,151.9,1019.3,68.1,11.2,90.7,7.9,4,,2014-02-18T06:45:56,2014-02-18T17:34:31,0.56,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with morning rain or snow.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City,USA",2014-02-19,6.5,0.5,3.7,6.4,-2.9,1.8,-1.1,71.2,6.52,100,20.83,rain,,28.9,37.1,20.7,149.2,1012.4,57.1,10.7,75.1,6.5,4,,2014-02-19T06:44:34,2014-02-19T17:35:42,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City,USA",2014-02-20,9.5,3.1,5.4,9,0.3,3.5,-2.8,56.7,0.83,100,12.5,rain,,22.8,37.9,19.5,199,1021,48.9,14.4,166.2,14.3,6,,2014-02-20T06:43:10,2014-02-20T17:36:54,0.64,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City,USA",2014-02-21,7.9,1.8,4,7.9,-2.6,1,2.2,88.8,2,100,20.83,"rain,snow",,17.8,52.3,21.7,115.7,1011.4,82.4,5.7,51.1,4.4,2,,2014-02-21T06:41:46,2014-02-21T17:38:04,0.69,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City,USA",2014-02-22,11.8,4.1,7.8,11.8,0.8,6.2,-4.3,44.7,0,0,0,,,14.6,42.5,29.9,228.1,1015.4,13.4,16,183.2,15.8,7,,2014-02-22T06:40:20,2014-02-22T17:39:15,0.74,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City,USA",2014-02-23,11.9,5.2,8.7,11.9,3.8,7.6,-3,44.5,0,0,0,,,9,33.5,18,261.7,1013.9,44.7,16,119.3,10.3,6,,2014-02-23T06:38:54,2014-02-23T17:40:25,0.8,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City,USA",2014-02-24,6.6,-2.1,2.2,4.4,-8.3,-2.3,-9.5,42.1,0,0,0,,,3,51.4,35,291.2,1012.9,51.1,16,176.1,15.2,7,,2014-02-24T06:37:26,2014-02-24T17:41:35,0.85,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City,USA",2014-02-25,0.1,-4.1,-2.2,-5.2,-8.7,-6.8,-12.8,44,0,0,0,,,,45.7,25.7,294,1016.4,52.8,16,63.2,5.4,2,,2014-02-25T06:35:58,2014-02-25T17:42:45,0.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City,USA",2014-02-26,-0.9,-6.3,-3.2,-2.9,-11.2,-7.4,-13.7,45.9,0.69,100,8.33,snow,,,56,28.8,264,1012.2,54.4,14.3,108.9,9.4,4,,2014-02-26T06:34:29,2014-02-26T17:43:54,0.95,"Snow, Partially cloudy",Partly cloudy throughout the day with morning snow.,snow,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City,USA",2014-02-27,0,-8.8,-4.4,-4.3,-17,-9.3,-16.9,37.4,0,0,0,,,,62.5,32.2,201.8,1008.5,44.6,15.6,150.8,12.9,6,,2014-02-27T06:32:59,2014-02-27T17:45:03,0.98,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City,USA",2014-02-28,-4.2,-12.2,-8.4,-4.7,-21.4,-13.1,-22,33,0,0,0,,,,42.1,25.5,307.6,1026.9,5.5,16,212.6,18.5,7,,2014-02-28T06:31:28,2014-02-28T17:46:12,1,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City,USA",2014-03-01,3.1,-6.7,-1.4,2,-10.5,-3.9,-12.7,42.7,0,0,0,,,,25.9,13.8,196,1026.5,44.4,16,186.3,16.1,7,,2014-03-01T06:29:56,2014-03-01T17:47:20,0,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City,USA",2014-03-02,4,1,2.5,3.8,-3.9,0.4,-7.7,46.9,0,0,0,,,,,19.6,294,1017.6,95.7,15.7,72.5,6.3,3,,2014-03-02T06:28:24,2014-03-02T17:48:29,0.01,Overcast,Cloudy skies throughout the day.,cloudy,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City,USA",2014-03-03,0.8,-7.1,-5.2,-2.5,-14.6,-10.8,-15.4,45.4,0.64,100,12.5,snow,,,39.9,25.6,200.9,1021.4,68.9,14.2,65.8,5.5,2,,2014-03-03T06:26:51,2014-03-03T17:49:36,0.03,"Snow, Partially cloudy",Partly cloudy throughout the day with snow clearing later.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City,USA",2014-03-04,-1.9,-10.9,-5.8,-1.9,-18,-9.2,-17.4,40.6,0,0,0,,,,,15.6,186.7,1027.2,33.1,16,122.3,10.6,5,,2014-03-04T06:25:18,2014-03-04T17:50:44,0.06,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City,USA",2014-03-05,2.9,-2.5,-0.4,0.6,-8.1,-2.8,-14,35.4,0,0,0,,,,34.4,21.3,82.1,1025.1,83.3,16,211.5,18.1,7,,2014-03-05T06:23:44,2014-03-05T17:51:51,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City,USA",2014-03-06,-1.3,-9,-4.5,-4.1,-17.1,-10,-15.6,42.4,0,0,0,,,,35.3,23.8,55.6,1034.4,23.6,16,187.4,16.2,6,,2014-03-06T06:22:09,2014-03-06T17:52:58,0.15,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City,USA",2014-03-07,2.7,-3,-0.2,-0.3,-8.3,-4.6,-6.3,64.2,0,0,0,,,,31.3,20.9,53.4,1023.5,96.7,16,124.6,10.7,4,,2014-03-07T06:20:34,2014-03-07T17:54:05,0.2,Overcast,Cloudy skies throughout the day.,cloudy,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City,USA",2014-03-08,13.2,1.8,7,13.2,-0.8,5.6,-2.7,52.5,0,0,0,,,,37.1,18,278,1010.8,59.6,16,211.1,18,7,,2014-03-08T06:18:58,2014-03-08T17:55:11,0.25,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City,USA",2014-03-09,6.2,2.3,4.5,5,-1.7,1.5,-8.6,39.9,0,0,0,,,,39.2,20.7,297.6,1014.5,54.6,15.5,223.1,18.4,8,,2014-03-09T07:17:22,2014-03-09T18:56:18,0.3,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City,USA",2014-03-10,10.7,2.5,6.1,10.7,-1.6,4,-5.7,43.3,0,0,0,,,,35.3,17.3,224.7,1008.7,87.5,15.4,107.7,9.4,5,,2014-03-10T07:15:45,2014-03-10T18:57:23,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City,USA",2014-03-11,18.2,7.3,12.6,18.2,5.4,11.9,-0.4,42,0,0,0,,,,33.5,17.1,238.2,1003,41.9,16,166.6,14.3,6,,2014-03-11T07:14:08,2014-03-11T18:58:29,0.38,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City,USA",2014-03-12,13.1,6.2,10.1,13.1,1.4,9.4,4.3,68.3,7.09,100,29.17,rain,,,57,33.8,130,994.2,76.6,11.9,108,9.3,5,,2014-03-12T07:12:31,2014-03-12T18:59:35,0.42,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
