name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"New York City,USA",2015-01-11,2.6,-7.8,-2.1,-0.3,-14.1,-6,-14.7,37.8,0,0,0,,,,35.3,17,223.4,1035.9,50.6,16,113.5,9.9,5,,2015-01-11T07:19:27,2015-01-11T16:48:40,0.66,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City,USA",2015-01-12,3.6,1.6,2.6,3.4,-1.1,0.9,-2.3,72.5,8.51,100,45.83,"rain,snow",,,42.5,14.1,258.9,1025,100,10.9,13.1,1.2,1,,2015-01-12T07:19:10,2015-01-12T16:49:44,0.71,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City,USA",2015-01-13,2.3,-8.5,-3.1,-1.4,-14.2,-8.8,-10.7,56.6,0,0,0,,,,43.4,28.8,100.8,1032.8,43.8,16,123.7,10.6,5,,2015-01-13T07:18:51,2015-01-13T16:50:49,0.76,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City,USA",2015-01-14,-0.4,-8.6,-4.2,-1.2,-15.1,-8.9,-10.6,60.9,0,0,0,,,,31.7,21.5,32.1,1028.9,71.9,16,70.7,6.1,3,,2015-01-14T07:18:30,2015-01-14T16:51:55,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City,USA",2015-01-15,1.2,-3.6,-1.2,-2,-8,-4.7,-8.7,57.4,0,0,0,,,,37.1,23.7,271,1018.3,47.7,15.9,85.3,7.4,4,,2015-01-15T07:18:07,2015-01-15T16:53:02,0.86,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City,USA",2015-01-16,5.8,-6.5,-0.1,1.5,-13.4,-5.3,-10.6,45.8,0,0,0,,,,51.6,32.9,277,1013.4,33.7,15.5,101.9,8.6,5,,2015-01-16T07:17:41,2015-01-16T16:54:09,0.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City,USA",2015-01-17,-1.1,-8.4,-4.8,-4.7,-15,-9.4,-15.1,45,0,0,0,,,,35.3,21.4,248.8,1026.9,12.8,16,124.5,10.6,5,,2015-01-17T07:17:14,2015-01-17T16:55:18,0.94,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City,USA",2015-01-18,5.1,-1.1,2.2,5.1,-5,0.3,-0.4,83.8,45.64,100,62.5,"rain,snow",,,31.5,14.4,138.8,1014,82.9,8.8,24.6,2.1,1,,2015-01-18T07:16:44,2015-01-18T16:56:27,0.98,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City,USA",2015-01-19,5.1,2.7,3.8,1.4,-2.6,0,-3.4,61,0.54,100,4.17,rain,,,46.9,26.5,275.8,1009.3,80.9,16,107,9.3,5,,2015-01-19T07:16:12,2015-01-19T16:57:37,1,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City,USA",2015-01-20,4.3,0.6,2.7,1.6,-3.2,-0.5,-6.8,50.1,0,0,0,,,,35.3,15,296,1013.2,68.7,16,71.9,6.2,3,,2015-01-20T07:15:38,2015-01-20T16:58:47,1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City,USA",2015-01-21,1.4,-4,-0.7,1.4,-8.8,-3.5,-12.6,40.7,0,0,0,,,,,12.4,99.8,1020.3,58.6,15.9,55.5,4.8,3,,2015-01-21T07:15:02,2015-01-21T16:59:58,0.01,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City,USA",2015-01-22,3.9,-0.7,1.2,2.1,-5,-1.4,-6.6,56.2,0,0,0,,,,35.3,19,267.7,1023.4,63.8,14.2,100,8.7,4,,2015-01-22T07:14:24,2015-01-22T17:01:10,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City,USA",2015-01-23,3.7,-2.4,0.7,0.9,-6.9,-2.7,-8,52.5,0,0,0,,,,42.5,20,265.5,1023.4,22.6,15.6,130.4,11.3,5,,2015-01-23T07:13:44,2015-01-23T17:02:22,0.06,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City,USA",2015-01-24,3.4,0.4,1.8,1.1,-3.9,-1.5,-1.3,81.3,16.87,100,50,"rain,snow",,8.2,49,21.8,202.3,1000.3,82.8,7.6,32,2.6,2,,2015-01-24T07:13:02,2015-01-24T17:03:35,0.11,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City,USA",2015-01-25,5.5,-0.3,2.7,2.2,-5.7,-0.9,-7.5,49,0,0,0,,,4.9,46.4,20.6,281.9,1007.1,57.3,15.9,108.7,9.4,5,,2015-01-25T07:12:18,2015-01-25T17:04:48,0.16,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City,USA",2015-01-26,-0.9,-5.2,-3.7,-4.9,-13.2,-10.4,-9.1,68,8.6,100,45.83,snow,,6.5,53,30.8,45,1013.1,95.4,6.9,33.1,2.7,1,,2015-01-26T07:11:32,2015-01-26T17:06:01,0.21,"Snow, Overcast",Cloudy skies throughout the day with snow.,snow,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City,USA",2015-01-27,-1.8,-6.2,-4.3,-6.8,-14,-10.6,-9.3,69.4,7.83,100,37.5,snow,,19.8,51.1,35.3,256.3,1005.6,64.6,9.8,55.5,4.8,2,,2015-01-27T07:10:44,2015-01-27T17:07:14,0.27,"Snow, Partially cloudy",Partly cloudy throughout the day with snow clearing later.,snow,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City,USA",2015-01-28,0.6,-8.3,-4.2,-3.2,-15.9,-9.7,-15.8,41,0,0,0,,,17.7,40.7,22.2,320.7,1017.5,14.2,16,142,12.3,6,,2015-01-28T07:09:54,2015-01-28T17:08:28,0.32,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City,USA",2015-01-29,1.4,-6.8,-2.6,-0.4,-10.3,-5.4,-11.7,50.7,0,0,0,,,15,29.5,15.1,157.5,1023.3,47.1,16,91.9,7.9,4,,2015-01-29T07:09:03,2015-01-29T17:09:42,0.37,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City,USA",2015-01-30,2.9,-6.7,-0.1,2,-15.3,-5,-6.3,64.4,2.21,100,29.17,"rain,snow",,16.2,59,32.8,285.4,1012.4,75.1,12.6,83.5,7.2,4,,2015-01-30T07:08:09,2015-01-30T17:10:56,0.41,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow clearing later.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City,USA",2015-01-31,-3.3,-10.5,-6.9,-9.6,-19.7,-14.7,-17.4,43.7,0,0,0,,,14.3,59.9,35.1,308,1019.8,5.5,16,149.6,13,6,,2015-01-31T07:07:14,2015-01-31T17:12:10,0.45,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City,USA",2015-02-01,2,-6.7,-1.4,1.7,-12.1,-4.3,-9.2,55.9,0.54,100,12.5,"rain,snow",,13,36.9,14.2,244,1021.3,74.7,14.5,84.2,7.4,4,,2015-02-01T07:06:17,2015-02-01T17:13:24,0.47,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City,USA",2015-02-02,0.7,-9.7,-2.9,-2.6,-18.1,-8.5,-5.3,83.4,24.57,100,70.83,"rain,snow",,20.4,50.6,28.6,194.6,1003.6,90.3,6.6,34.6,2.9,2,,2015-02-02T07:05:18,2015-02-02T17:14:39,0.49,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City,USA",2015-02-03,-3.9,-10.3,-6.9,-8.3,-19.1,-12.7,-13.4,60,0,0,0,,,21.9,53.3,28.6,279.3,1022.8,18.6,15.1,136.9,12,6,,2015-02-03T07:04:18,2015-02-03T17:15:53,0.5,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City,USA",2015-02-04,5.1,-4.4,0.7,4.9,-8.1,-1.3,-6.4,59.1,0,0,0,,,20.1,,12.6,246.8,1021.2,75.3,15.1,130.9,11.4,6,,2015-02-04T07:03:16,2015-02-04T17:17:07,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City,USA",2015-02-05,4.6,-9.5,-1.6,3.9,-17.5,-7,-11.1,49.3,0,0,0,,,16.8,56,35.9,310.1,1016,57,15.9,106.7,9.4,5,,2015-02-05T07:02:13,2015-02-05T17:18:22,0.52,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City,USA",2015-02-06,-2.8,-11.3,-7.1,-3.9,-18.4,-13,-17.4,44.2,0,0,0,,,16.4,43.9,26.2,277.2,1022.4,27.9,16,127.3,11,5,,2015-02-06T07:01:08,2015-02-06T17:19:36,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City,USA",2015-02-07,2.8,-4.2,-0.6,2.8,-9.1,-2.8,-8.7,54.4,0.38,100,8.33,"rain,snow",,14.8,31.7,16.2,217.7,1018.8,86.6,14.3,102,8.8,5,,2015-02-07T07:00:01,2015-02-07T17:20:50,0.55,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain or snow.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City,USA",2015-02-08,1.9,-0.3,1.3,0.9,-5.8,-2.6,-1.8,80.2,0,0,0,,,11.7,38.9,23.6,54.5,1013.2,94.7,9.1,49.7,4.4,2,,2015-02-08T06:58:53,2015-02-08T17:22:04,0.59,Overcast,Cloudy skies throughout the day.,cloudy,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City,USA",2015-02-09,-1.1,-3.5,-2.9,-6.8,-10,-9,-6.5,76,2.21,100,25,snow,,11.7,43.2,27.4,51.1,1015.4,100,14.5,52.6,4.6,2,,2015-02-09T06:57:43,2015-02-09T17:23:18,0.63,"Snow, Overcast",Cloudy skies throughout the day with snow in the morning and afternoon.,snow,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City,USA",2015-02-10,3.6,-3.3,-0.7,-0.1,-9.4,-5.9,-6.6,65,0.18,100,4.17,snow,,12.3,40.7,25.6,50.9,1017,77,15.4,123.7,10.7,5,,2015-02-10T06:56:32,2015-02-10T17:24:32,0.67,"Snow, Partially cloudy",Partly cloudy throughout the day with morning snow.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City,USA",2015-02-11,0.5,-5.7,-2.4,-0.2,-12.3,-6.4,-11,52.4,0,0,0,,,12.3,38.9,21.2,50.3,1016.7,16.8,16,169.3,14.8,6,,2015-02-11T06:55:20,2015-02-11T17:25:45,0.72,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City,USA",2015-02-12,3.8,-6.2,-0.2,1.6,-14.3,-4.2,-7.4,59.2,0,0,0,,,12,51.4,27.9,254.1,1009.2,88.5,14.5,101.4,8.7,5,,2015-02-12T06:54:06,2015-02-12T17:26:59,0.77,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City,USA",2015-02-13,-6.5,-13.3,-9.4,-11.5,-22.9,-17,-20.9,39.4,0,0,0,,,11.4,56.3,32.8,305.6,1019.2,7.5,16,164.5,14.2,7,,2015-02-13T06:52:51,2015-02-13T17:28:12,0.82,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City,USA",2015-02-14,-0.2,-8.5,-3.9,-3.7,-11.3,-7.1,-12.2,54.4,0.42,100,16.67,"rain,snow",,11.1,37.1,15.9,189.9,1008.7,85.6,13.3,62.6,5.3,3,,2015-02-14T06:51:34,2015-02-14T17:29:25,0.87,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,snow,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City,USA",2015-02-15,-3.7,-15.4,-9.3,-9.8,-27.4,-18.6,-17.9,50.8,0.31,100,12.5,snow,,13.2,64.3,36.5,310.3,1008.4,53.4,14.7,144.5,12.6,6,,2015-02-15T06:50:17,2015-02-15T17:30:37,0.92,"Snow, Partially cloudy",Clearing in the afternoon with early morning snow.,snow,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City,USA",2015-02-16,-6.5,-15.8,-11,-9.3,-26.6,-18,-23.1,37.4,0,0,0,,,13,58.2,28.8,292.2,1020.6,31.7,16,142.9,12.3,7,,2015-02-16T06:48:58,2015-02-16T17:31:50,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City,USA",2015-02-17,-2.7,-9.6,-6.2,-2.8,-16.7,-9.8,-13.1,59.8,3.13,100,33.33,snow,,17.8,29.5,17,115.2,1013.3,65.4,10.8,111.6,9.8,5,,2015-02-17T06:47:38,2015-02-17T17:33:02,0.99,"Snow, Partially cloudy",Partly cloudy throughout the day with snow clearing later.,snow,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City,USA",2015-02-18,-1,-7.4,-3.9,-1.5,-11.7,-6.6,-11.1,57.8,0,0,0,,,16.2,,13.2,161,1010.3,43.9,15.1,174.3,15.1,7,,2015-02-18T06:46:17,2015-02-18T17:34:14,1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City,USA",2015-02-19,-3,-12.1,-7.7,-9.1,-21.7,-15.7,-18.4,42.7,0,0,0,,,13.5,54.2,35.7,291.6,1009.5,49.5,16,117.3,10.3,4,,2015-02-19T06:44:54,2015-02-19T17:35:25,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City,USA",2015-02-20,-7,-16.6,-11.8,-13,-26.7,-20.2,-23.2,38.6,0,0,0,,,13,51,27.6,284,1023.9,3.8,16,184,15.7,6,,2015-02-20T06:43:31,2015-02-20T17:36:36,0.02,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City,USA",2015-02-21,-0.2,-10.3,-5.3,-2.9,-16.6,-9.1,-12.6,59.2,13.27,100,41.67,"rain,snow",,14.3,38.9,16.5,216.5,1028.9,58.1,10.2,67.6,6,3,,2015-02-21T06:42:07,2015-02-21T17:37:47,0.05,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,snow,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City,USA",2015-02-22,5.8,0,2.3,5.8,-2.6,1.1,-1.8,75.6,4.36,100,33.33,"rain,snow",,18,,15.2,212.6,1021.2,63.8,10.1,125.3,10.7,6,,2015-02-22T06:40:41,2015-02-22T17:38:58,0.09,"Snow, Rain, Partially cloudy",Clearing in the afternoon with rain or snow clearing later.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City,USA",2015-02-23,3.2,-13.2,-4.7,0.7,-21.8,-11.5,-15.9,42,0,0,0,,,14.5,46.9,29.9,314.7,1025.4,44.5,16,157.1,13.6,7,,2015-02-23T06:39:15,2015-02-23T17:40:08,0.13,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City,USA",2015-02-24,-4.6,-15.3,-9.8,-8,-22.1,-14.8,-19.2,46.4,0,0,0,,,14.1,35.3,18.4,254,1022.6,25.4,16,196.7,17,7,,2015-02-24T06:37:48,2015-02-24T17:41:18,0.19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City,USA",2015-02-25,2.7,-7,-1.6,-0.6,-11,-5.4,-11.8,47,0,0,0,,,13.5,39.8,22.6,259.4,1010.8,23.7,16,166.2,14.2,7,,2015-02-25T06:36:20,2015-02-25T17:42:28,0.24,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City,USA",2015-02-26,-0.3,-5.8,-4,-3.1,-12.7,-9,-12.7,51.4,0,0,0,,,11.6,31.7,21.1,94.1,1016.4,74.1,15.6,129.5,11.3,6,,2015-02-26T06:34:51,2015-02-26T17:43:38,0.29,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City,USA",2015-02-27,-1.2,-7.6,-4.7,-5.3,-13.7,-9.4,-15.3,44.4,0,0,0,,,11.6,38.9,24.4,258.1,1028.4,32.4,16,170.6,14.7,7,,2015-02-27T06:33:21,2015-02-27T17:44:47,0.34,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City,USA",2015-02-28,-1.7,-10,-5.5,-2,-14.7,-8.8,-18.3,36.4,0,0,0,,,10.3,37.1,21.9,284.4,1040.9,12.3,16,209.5,18.1,7,,2015-02-28T06:31:50,2015-02-28T17:45:56,0.38,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City,USA",2015-03-01,-1.2,-4.5,-2.9,-2.2,-7.6,-3.9,-11.4,56.4,12.27,100,33.33,snow,,10.5,31.3,15.1,200.9,1033.4,77.6,10.2,50.2,4.2,2,,2015-03-01T06:30:19,2015-03-01T17:47:04,0.42,"Snow, Partially cloudy",Partly cloudy throughout the day with snow.,snow,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City,USA",2015-03-02,3.4,-2.1,0.5,-0.5,-7.6,-3.4,-8,56.3,0,0,0,,,15.7,51,28,305.7,1020.9,52.1,14,164.2,14.2,7,,2015-03-02T06:28:47,2015-03-02T17:48:12,0.45,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City,USA",2015-03-03,2,-5,-1.8,-1.5,-8.3,-5.2,-8.8,60.6,15.17,100,33.33,"rain,snow",,14.2,47.9,18.9,219.8,1025.3,56.3,12.1,78.1,6.9,3,,2015-03-03T06:27:14,2015-03-03T17:49:20,0.48,"Snow, Rain, Partially cloudy",Becoming cloudy in the afternoon with rain or snow.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City,USA",2015-03-04,7.2,2,4.5,5.8,-2.7,1.8,1.7,82.6,4.78,100,37.5,rain,,12,35.1,20.1,237.8,1010.4,99.2,9.2,69.8,6,2,,2015-03-04T06:25:41,2015-03-04T17:50:28,0.49,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City,USA",2015-03-05,4.6,-6.4,-2.6,1.7,-12.9,-7.1,-5.4,82,19.4,100,75,"rain,snow",,15.4,36.5,20.1,292.1,1019.7,90.1,4.5,80.5,7,3,,2015-03-05T06:24:07,2015-03-05T17:51:35,0.5,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City,USA",2015-03-06,-3.1,-10.4,-6.7,-3.5,-17.6,-11.3,-15.8,49,0,0,0,,,21.5,48,26.7,215.3,1031.2,11.2,15.4,226.2,19.5,8,,2015-03-06T06:22:32,2015-03-06T17:52:42,0.5,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City,USA",2015-03-07,3.3,-8,-2,1.9,-13.4,-5.9,-11.7,47.8,0,0,0,,,16.2,39.2,22,250.1,1022.4,41.7,15.7,199.2,17.2,8,,2015-03-07T06:20:57,2015-03-07T17:53:49,0.52,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City,USA",2015-03-08,9,2.5,5.4,7.1,-0.3,3.5,-5.3,46.7,0,0,0,,,12,45.7,28.8,255.3,1018,65.1,15.8,190.3,15.7,7,,2015-03-08T07:19:22,2015-03-08T18:54:55,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City,USA",2015-03-09,12.1,4.1,7.9,12.1,2.1,6.9,-4.3,42.9,0.37,100,8.33,rain,,7.1,42.9,18.1,262.6,1021.2,31.6,15.8,213.9,18.4,8,,2015-03-09T07:17:46,2015-03-09T18:56:02,0.56,"Rain, Partially cloudy",Clearing in the afternoon with morning rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City,USA",2015-03-10,10.9,3.6,6.9,10.9,2.1,6.2,0,62.8,9.21,100,29.17,rain,,3,29.5,12.3,80.8,1023.1,58,12.1,77.9,6.8,4,,2015-03-10T07:16:09,2015-03-10T18:57:08,0.6,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City,USA",2015-03-11,15.1,5.8,10,15.1,4.7,9.3,3.1,66.6,1.72,100,12.5,rain,,,40.7,20.6,265.6,1014.8,49.8,12.8,169,14.6,7,,2015-03-11T07:14:32,2015-03-11T18:58:13,0.64,"Rain, Partially cloudy",Clearing in the afternoon with early morning rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City,USA",2015-03-12,9.2,3.9,6.5,6.5,0.5,3.1,-13.2,25,0,0,0,,,,55,27.5,321.6,1027.8,3.9,16,234,20.1,8,,2015-03-12T07:12:55,2015-03-12T18:59:19,0.69,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
